gpu_type,model_size,batch_size,learning_rate,seq_length,run_id,training_time_hrs,energy_kwh,efficiency_tok_per_watt
A100,70B,1024,0.0001,1024,3,17.3879,6.9306,401.4163
A100,70B,1024,0.0001,2048,1,26.0429,9.5819,307.4996
A100,70B,1024,0.0001,2048,2,25.0384,10.4845,270.1863
A100,70B,1024,0.0001,2048,3,23.1678,9.1615,286.1026
A100,70B,1024,0.0001,4096,1,33.4151,13.0074,205.514
A100,70B,1024,0.0001,4096,2,34.1558,14.2474,191.7868
A100,70B,1024,0.0001,4096,3,37.9121,15.012,202.0362
A100,70B,1024,0.0005,512,1,15.4098,5.9388,587.1287
A100,70B,1024,0.0005,512,2,15.3033,5.875,589.4051
A100,70B,1024,0.0005,512,3,14.1618,5.5118,581.381
A100,70B,1024,0.0005,1024,1,23.06,9.4596,390.039
A100,70B,1024,0.0005,1024,2,19.1938,7.9007,388.7005
A100,70B,1024,0.0005,1024,3,19.5375,7.7002,405.9646
A100,70B,1024,0.0005,2048,1,29.4176,11.778,282.5792
A100,70B,1024,0.0005,2048,2,28.5312,11.4173,282.7241
A100,70B,1024,0.0005,2048,3,28.6128,11.591,279.2822
A100,70B,1024,0.0005,4096,1,35.9408,14.6638,196.079
A100,70B,1024,0.0005,4096,2,37.8409,14.4814,209.0452
A100,70B,1024,0.0005,4096,3,39.6787,15.9114,199.4974
A100,70B,2048,1e-05,512,1,8.2181,3.3692,994.846
A100,70B,2048,1e-05,512,2,7.942,3.138,1032.2505
A100,70B,2048,1e-05,512,3,8.2643,3.3011,1021.0756
A100,70B,2048,1e-05,1024,1,12.2075,4.7353,743.4808
A100,70B,2048,1e-05,1024,2,12.4756,4.9997,719.6402
A100,70B,2048,1e-05,1024,3,10.9007,4.1041,766.0094
A100,70B,2048,1e-05,2048,1,17.0161,6.7613,513.2264
A100,70B,2048,1e-05,2048,2,16.9385,6.7697,510.2526
A100,70B,2048,1e-05,2048,3,17.2186,7.0832,495.7309
A100,70B,2048,1e-05,4096,1,22.7415,8.7768,373.6369
A100,70B,2048,1e-05,4096,2,22.7629,9.1841,357.4024
A100,70B,2048,1e-05,4096,3,25.5781,10.0988,365.2263
A100,70B,2048,5e-05,512,1,6.2048,2.355,1074.5808
A100,70B,2048,5e-05,512,2,6.7965,2.6731,1036.9994
A100,70B,2048,5e-05,512,3,6.947,2.782,1018.4697
A100,70B,2048,5e-05,1024,1,9.873,4.0735,698.9958
A100,70B,2048,5e-05,1024,2,9.6904,3.7759,740.1476
A100,70B,2048,5e-05,1024,3,10.2695,3.9186,755.8205
A100,70B,2048,5e-05,2048,1,14.46,5.8018,508.2605
A100,70B,2048,5e-05,2048,2,14.0791,5.9,486.6368
A100,70B,2048,5e-05,2048,3,13.7424,5.8367,480.1469
A100,70B,2048,5e-05,4096,1,19.8327,7.6291,374.8613
A100,70B,2048,5e-05,4096,2,20.1289,7.7916,372.5281
A100,70B,2048,5e-05,4096,3,19.3048,7.8139,356.2568
A100,70B,2048,0.0001,512,1,6.9998,2.7477,1039.0423
A100,70B,2048,0.0001,512,2,7.1469,2.958,985.4292
A100,70B,2048,0.0001,512,3,7.2997,2.9663,1003.7072
A100,70B,2048,0.0001,1024,1,10.2883,3.8831,764.1147
A100,70B,2048,0.0001,1024,2,9.4786,3.6928,740.2545
A100,70B,2048,0.0001,1024,3,9.6891,3.8092,733.5764
A100,70B,2048,0.0001,2048,1,13.5081,5.7083,482.5755
A100,70B,2048,0.0001,2048,2,13.5057,5.4693,503.573
A100,70B,2048,0.0001,2048,3,13.4631,5.3975,508.6689
A100,70B,2048,0.0001,4096,1,19.2692,7.8113,355.7159
A100,70B,2048,0.0001,4096,2,20.3857,8.5573,343.5227
A100,70B,2048,0.0001,4096,3,19.5616,7.963,354.235
A100,70B,2048,0.0005,512,1,7.3564,2.9348,1022.3437
A100,70B,2048,0.0005,512,2,8.1726,3.354,993.8297
A100,70B,2048,0.0005,512,3,7.8882,3.2392,993.2365
A100,70B,2048,0.0005,1024,1,11.3097,4.6868,695.9401
A100,70B,2048,0.0005,1024,2,11.1985,4.4316,728.7771
A100,70B,2048,0.0005,1024,3,11.2242,4.0949,790.4994
A100,70B,2048,0.0005,2048,1,15.9101,5.6675,572.484
A100,70B,2048,0.0005,2048,2,14.2659,5.7837,503.007
A100,70B,2048,0.0005,2048,3,15.984,6.1706,528.2457
A100,70B,2048,0.0005,4096,1,21.2915,8.8668,346.2631
A100,70B,2048,0.0005,4096,2,21.5433,9.1972,337.7723
A100,70B,2048,0.0005,4096,3,22.0755,8.9383,356.1406
A100,70B,4096,1e-05,512,1,5.1049,2.05,1830.7211
A100,70B,4096,1e-05,512,2,4.4863,1.7886,1843.9874
A100,70B,4096,1e-05,512,3,4.7146,1.8086,1916.3782
A100,70B,4096,1e-05,1024,1,6.5939,2.5789,1329.1995
A100,70B,4096,1e-05,1024,2,6.9881,2.7981,1298.2558
A100,70B,4096,1e-05,1024,3,6.5849,2.6256,1303.7569
A100,70B,4096,1e-05,2048,1,9.5515,3.8913,902.2628
A100,70B,4096,1e-05,2048,2,8.9739,3.4774,948.6002
A100,70B,4096,1e-05,2048,3,9.9678,3.9378,930.4687
A100,70B,4096,1e-05,4096,1,12.4124,5.0311,641.2639
A100,70B,4096,1e-05,4096,2,13.6683,5.2162,681.078
A100,70B,4096,1e-05,4096,3,13.5121,5.5241,635.772
A100,70B,4096,5e-05,512,1,4.0081,1.6336,1803.7198
A100,70B,4096,5e-05,512,2,3.6582,1.4778,1819.8441
A100,70B,4096,5e-05,512,3,3.8749,1.5275,1864.9284
A100,70B,4096,5e-05,1024,1,5.8063,2.4256,1244.3804
A100,70B,4096,5e-05,1024,2,6.0634,2.521,1250.2872
A100,70B,4096,5e-05,1024,3,5.5336,2.2369,1285.9959
A100,70B,4096,5e-05,2048,1,8.1706,3.2801,915.6301
A100,70B,4096,5e-05,2048,2,7.9203,3.2464,896.7965
A100,70B,4096,5e-05,2048,3,7.8456,3.0696,939.5139
A100,70B,4096,5e-05,4096,1,10.8977,4.442,637.6751
A100,70B,4096,5e-05,4096,2,11.13,4.4974,643.2368
A100,70B,4096,5e-05,4096,3,11.5011,4.5487,657.1922
A100,70B,4096,0.0001,512,1,3.9213,1.5863,1817.2637
A100,70B,4096,0.0001,512,2,3.5451,1.4794,1761.6905
A100,70B,4096,0.0001,512,3,3.6838,1.4004,1933.9432
A100,70B,4096,0.0001,1024,1,5.0643,1.9637,1340.6704
A100,70B,4096,0.0001,1024,2,5.3574,2.1254,1310.3692
A100,70B,4096,0.0001,1024,3,5.2535,2.1405,1275.8838
A100,70B,4096,0.0001,2048,1,7.6853,3.1033,910.3275
A100,70B,4096,0.0001,2048,2,7.7117,3.1417,902.2809
A100,70B,4096,0.0001,2048,3,6.7604,2.6746,929.1169
A100,70B,4096,0.0001,4096,1,9.522,3.8129,649.0997
A100,70B,4096,0.0001,4096,2,10.6845,4.4079,630.0401
A100,70B,4096,0.0001,4096,3,11.3216,4.5562,645.8729
A100,70B,4096,0.0005,512,1,4.2221,1.7134,1811.5506
A100,70B,4096,0.0005,512,2,4.2161,1.6864,1837.9942
A100,70B,4096,0.0005,512,3,4.544,1.7872,1869.1949
A100,70B,4096,0.0005,1024,1,6.3709,2.6001,1273.7193
A100,70B,4096,0.0005,1024,2,5.8318,2.4009,1262.7114
A100,70B,4096,0.0005,1024,3,6.3381,2.543,1295.6421
A100,70B,4096,0.0005,2048,1,8.3307,3.2464,943.2727
A100,70B,4096,0.0005,2048,2,8.428,3.4261,904.2396
A100,70B,4096,0.0005,2048,3,8.247,3.3421,907.0533
A100,70B,4096,0.0005,4096,1,11.4878,4.567,653.8045
A100,70B,4096,0.0005,4096,2,12.3155,5.2875,605.3939
A100,70B,4096,0.0005,4096,3,11.4048,4.7634,622.32
A100,70B,8192,1e-05,512,1,2.6399,1.069,3272.4812
A100,70B,8192,1e-05,512,2,2.6358,1.0684,3269.2303
A100,70B,8192,1e-05,512,3,2.6001,1.0854,3174.3767
A100,70B,8192,1e-05,1024,1,3.621,1.4976,2265.582
A100,70B,8192,1e-05,1024,2,3.5862,1.4319,2346.779
A100,70B,8192,1e-05,1024,3,3.507,1.422,2310.9904
A100,70B,8192,1e-05,2048,1,5.6192,2.2425,1660.2769
A100,70B,8192,1e-05,2048,2,5.189,2.0062,1713.7284
A100,70B,8192,1e-05,2048,3,5.1805,1.9732,1739.546
A100,70B,8192,1e-05,4096,1,7.073,2.8484,1163.3536
A100,70B,8192,1e-05,4096,2,7.9,3.4263,1080.2307
A100,70B,8192,1e-05,4096,3,7.1939,3.0015,1122.9169
A100,70B,8192,5e-05,512,1,2.2094,0.8797,3327.9481
A100,70B,8192,5e-05,512,2,2.23,0.8937,3306.7056
A100,70B,8192,5e-05,512,3,2.1948,0.8672,3353.9334
A100,70B,8192,5e-05,1024,1,2.8711,1.0953,2456.2846
A100,70B,8192,5e-05,1024,2,3.1877,1.2645,2362.1453
A100,70B,8192,5e-05,1024,3,2.9949,1.1983,2341.9395
A100,70B,8192,5e-05,2048,1,4.5391,1.8254,1647.5093
A100,70B,8192,5e-05,2048,2,4.2223,1.7511,1597.6483
A100,70B,8192,5e-05,2048,3,4.7102,1.9121,1632.2073
A100,70B,8192,5e-05,4096,1,6.4744,2.6862,1129.1961
A100,70B,8192,5e-05,4096,2,6.5227,2.6571,1150.0806
A100,70B,8192,5e-05,4096,3,6.3585,2.5831,1153.289
A100,70B,8192,0.0001,512,1,1.9812,0.8091,3244.6399
A100,70B,8192,0.0001,512,2,1.9541,0.763,3393.7479
A100,70B,8192,0.0001,512,3,2.2328,0.9157,3231.3953
A100,70B,8192,0.0001,1024,1,3.185,1.2636,2361.7862
A100,70B,8192,0.0001,1024,2,2.7937,1.1094,2359.5569
A100,70B,8192,0.0001,1024,3,2.9796,1.1947,2336.9992
A100,70B,8192,0.0001,2048,1,4.4301,1.7528,1674.5731
A100,70B,8192,0.0001,2048,2,4.2662,1.6559,1707.053
A100,70B,8192,0.0001,2048,3,4.2868,1.7149,1656.2694
A100,70B,8192,0.0001,4096,1,5.7067,2.2665,1179.6142
A100,70B,8192,0.0001,4096,2,5.8744,2.3307,1180.8388
A100,70B,8192,0.0001,4096,3,6.4541,2.574,1174.738
A100,70B,8192,0.0005,512,1,2.3732,0.8895,3535.3014
A100,70B,8192,0.0005,512,2,2.295,0.9108,3339.2014
A100,70B,8192,0.0005,512,3,2.3201,0.9665,3180.9917
A100,70B,8192,0.0005,1024,1,3.3696,1.3999,2255.3599
A100,70B,8192,0.0005,1024,2,3.4081,1.3648,2339.9238
A100,70B,8192,0.0005,1024,3,3.3825,1.3532,2342.2704
A100,70B,8192,0.0005,2048,1,5.2178,1.9419,1780.3129
A100,70B,8192,0.0005,2048,2,4.3241,1.7014,1683.8626
A100,70B,8192,0.0005,2048,3,4.8084,1.9632,1622.8263
A100,70B,8192,0.0005,4096,1,6.9559,2.7503,1184.9277
A100,70B,8192,0.0005,4096,2,7.1414,2.9448,1136.1547
A100,70B,8192,0.0005,4096,3,6.8577,2.8223,1138.3921
A100,405B,256,1e-05,512,1,1010.7272,342.8075,51.3343
A100,405B,256,1e-05,512,2,1031.9248,357.175,50.3027
A100,405B,256,1e-05,512,3,997.2008,359.216,48.3338
A100,405B,256,1e-05,1024,1,1237.3543,426.5024,35.7175
A100,405B,256,1e-05,1024,2,1326.4624,472.3225,34.5753
A100,405B,256,1e-05,1024,3,1392.2085,478.5311,35.8181
A100,405B,256,1e-05,2048,1,1896.0345,699.1,23.6103
A100,405B,256,1e-05,2048,2,2239.3061,893.3709,21.8211
A100,405B,256,1e-05,2048,3,1953.211,731.2103,23.2542
A100,405B,256,1e-05,4096,1,2658.2646,1002.4381,16.3237
A100,405B,256,1e-05,4096,2,2803.8388,1087.9617,15.8642
A100,405B,256,1e-05,4096,3,2808.3555,1069.4149,16.1653
A100,405B,256,5e-05,512,1,798.9987,276.8678,50.2456
A100,405B,256,5e-05,512,2,845.8548,295.4577,49.8453
A100,405B,256,5e-05,512,3,775.8024,274.4988,49.2079
A100,405B,256,5e-05,1024,1,1127.709,413.683,33.5613
A100,405B,256,5e-05,1024,2,1174.0849,405.2178,35.6714
A100,405B,256,5e-05,1024,3,1156.1378,420.7716,33.8277
A100,405B,256,5e-05,2048,1,1712.2062,645.3145,23.0982
A100,405B,256,5e-05,2048,2,1788.527,697.4032,22.3257
A100,405B,256,5e-05,2048,3,1639.9717,634.6838,22.4943
A100,405B,256,5e-05,4096,1,2576.5842,1091.2499,14.5345
A100,405B,256,5e-05,4096,2,2205.1652,857.5482,15.8293
A100,405B,256,5e-05,4096,3,2523.8545,977.4904,15.8939
A100,405B,256,0.0001,512,1,744.9572,253.247,51.2166
A100,405B,256,0.0001,512,2,814.4681,280.1122,50.6251
A100,405B,256,0.0001,512,3,771.7592,260.8565,51.5115
A100,405B,256,0.0001,1024,1,1087.9479,381.3272,35.1252
A100,405B,256,0.0001,1024,2,1256.8271,456.4961,33.8959
A100,405B,256,0.0001,1024,3,1178.1472,417.91,34.7077
A100,405B,256,0.0001,2048,1,1580.5805,585.4301,23.5037
A100,405B,256,0.0001,2048,2,1383.8857,502.1355,23.9924
A100,405B,256,0.0001,2048,3,1450.98,512.1173,24.6653
A100,405B,256,0.0001,4096,1,2121.4048,882.2911,14.801
A100,405B,256,0.0001,4096,2,2251.2437,935.362,14.8157
A100,405B,256,0.0001,4096,3,2302.6208,942.6715,15.0363
A100,405B,256,0.0005,512,1,873.0641,305.9241,49.6886
A100,405B,256,0.0005,512,2,947.5574,321.2336,51.3581
A100,405B,256,0.0005,512,3,939.8241,329.7278,49.6267
A100,405B,256,0.0005,1024,1,1257.4125,437.4212,35.3905
A100,405B,256,0.0005,1024,2,1216.3891,439.0365,34.1099
A100,405B,256,0.0005,1024,3,1314.0796,461.8211,35.0314
A100,405B,256,0.0005,2048,1,1830.923,704.8501,22.6135
A100,405B,256,0.0005,2048,2,1885.0103,746.6766,21.9773
A100,405B,256,0.0005,2048,3,1945.2399,714.1406,23.7128
A100,405B,256,0.0005,4096,1,2803.5562,1103.559,15.6384
A100,405B,256,0.0005,4096,2,2720.9745,1090.6097,15.358
A100,405B,256,0.0005,4096,3,2532.5903,958.0983,16.2717
A100,405B,512,1e-05,512,1,548.4493,189.0148,91.0626
A100,405B,512,1e-05,512,2,579.95,219.2214,83.0246
A100,405B,512,1e-05,512,3,531.1524,193.7772,86.0233
A100,405B,512,1e-05,1024,1,753.9605,278.5647,60.063
A100,405B,512,1e-05,1024,2,812.6312,305.6576,58.9988
A100,405B,512,1e-05,1024,3,850.3849,315.5955,59.7956
A100,405B,512,1e-05,2048,1,1161.6722,460.2715,39.604
A100,405B,512,1e-05,2048,2,1150.4115,448.3849,40.2598
A100,405B,512,1e-05,2048,3,1103.6479,434.4965,39.8578
A100,405B,512,1e-05,4096,1,1499.2632,611.6169,27.199
A100,405B,512,1e-05,4096,2,1615.5422,657.7238,27.2539
A100,405B,512,1e-05,4096,3,1684.9132,703.2695,26.5834
A100,405B,512,5e-05,512,1,452.19,165.3184,85.8419
A100,405B,512,5e-05,512,2,446.4606,161.5304,86.7418
A100,405B,512,5e-05,512,3,447.0102,169.4709,82.7793
A100,405B,512,5e-05,1024,1,663.5624,248.2423,59.3185
A100,405B,512,5e-05,1024,2,690.6058,243.1257,63.0353
A100,405B,512,5e-05,1024,3,586.0804,225.9687,57.5564
A100,405B,512,5e-05,2048,1,924.4452,367.9554,39.4235
A100,405B,512,5e-05,2048,2,860.5344,339.7258,39.7474
A100,405B,512,5e-05,2048,3,1013.9862,410.4904,38.7613
A100,405B,512,5e-05,4096,1,1314.4821,518.8673,28.1095
A100,405B,512,5e-05,4096,2,1277.7074,478.437,29.632
A100,405B,512,5e-05,4096,3,1320.2128,541.4797,27.053
A100,405B,512,0.0001,512,1,407.6908,144.4753,88.5598
A100,405B,512,0.0001,512,2,416.9436,146.3798,89.3914
A100,405B,512,0.0001,512,3,443.7392,150.4011,92.5926
A100,405B,512,0.0001,1024,1,645.091,248.4148,57.6273
A100,405B,512,0.0001,1024,2,618.0105,215.4038,63.6689
A100,405B,512,0.0001,1024,3,594.687,232.2233,56.8286
A100,405B,512,0.0001,2048,1,762.1698,297.9637,40.1382
A100,405B,512,0.0001,2048,2,832.8899,336.9837,38.7836
A100,405B,512,0.0001,2048,3,855.234,341.9633,39.2441
A100,405B,512,0.0001,4096,1,1287.1271,543.2123,26.291
A100,405B,512,0.0001,4096,2,1239.0353,501.2053,27.4298
A100,405B,512,0.0001,4096,3,1158.7918,480.07,26.7828
A100,405B,512,0.0005,512,1,487.923,173.4403,88.2878
A100,405B,512,0.0005,512,2,506.6456,174.5885,91.0727
A100,405B,512,0.0005,512,3,513.0116,190.862,84.3543
A100,405B,512,0.0005,1024,1,727.8091,261.006,61.8802
A100,405B,512,0.0005,1024,2,712.8626,274.4174,57.6473
A100,405B,512,0.0005,1024,3,649.9487,236.8588,60.8939
A100,405B,512,0.0005,2048,1,1058.8788,421.7104,39.4005
A100,405B,512,0.0005,2048,2,1035.3153,431.8284,37.621
A100,405B,512,0.0005,2048,3,1038.1851,418.2404,38.951
A100,405B,512,0.0005,4096,1,1629.0487,647.4399,27.9183
A100,405B,512,0.0005,4096,2,1377.3737,558.0203,27.3877
A100,405B,512,0.0005,4096,3,1466.095,577.1714,28.1846
A100,405B,1024,1e-05,512,1,291.0616,119.8177,137.4165
A100,405B,1024,1e-05,512,2,311.9195,117.4448,150.2394
A100,405B,1024,1e-05,512,3,320.9591,123.1583,147.4215
A100,405B,1024,1e-05,1024,1,428.5399,174.3074,98.3412
A100,405B,1024,1e-05,1024,2,405.9921,164.1148,98.9532
A100,405B,1024,1e-05,1024,3,475.5416,192.8769,98.6208
A100,405B,1024,1e-05,2048,1,602.2619,237.2398,71.803
A100,405B,1024,1e-05,2048,2,601.2145,238.6536,71.2536
A100,405B,1024,1e-05,2048,3,602.2129,247.5069,68.8189
A100,405B,1024,1e-05,4096,1,792.8295,325.3328,48.7396
A100,405B,1024,1e-05,4096,2,851.5761,344.4824,49.4409
A100,405B,1024,1e-05,4096,3,819.1411,340.7165,48.0834
A100,405B,1024,5e-05,512,1,271.5841,107.5644,142.8272
A100,405B,1024,5e-05,512,2,236.2979,93.2328,143.3726
A100,405B,1024,5e-05,512,3,260.8364,95.5809,154.3732
A100,405B,1024,5e-05,1024,1,361.1201,146.0277,98.9182
A100,405B,1024,5e-05,1024,2,371.6121,149.4353,99.471
A100,405B,1024,5e-05,1024,3,366.8242,153.2164,95.7663
A100,405B,1024,5e-05,2048,1,542.6671,198.3965,77.365
A100,405B,1024,5e-05,2048,2,503.2065,200.2883,71.0617
A100,405B,1024,5e-05,2048,3,466.5278,187.1384,70.5114
A100,405B,1024,5e-05,4096,1,768.2687,297.2902,51.6848
A100,405B,1024,5e-05,4096,2,735.2816,286.032,51.4125
A100,405B,1024,5e-05,4096,3,698.8251,291.9193,47.878
A100,405B,1024,0.0001,512,1,238.8627,93.2325,144.9292
A100,405B,1024,0.0001,512,2,222.5518,90.4648,139.1638
A100,405B,1024,0.0001,512,3,252.9214,96.8366,147.7478
A100,405B,1024,0.0001,1024,1,357.2143,136.8424,104.4162
A100,405B,1024,0.0001,1024,2,367.7523,145.6712,100.9815
A100,405B,1024,0.0001,1024,3,343.6793,135.4441,101.497
A100,405B,1024,0.0001,2048,1,476.79,194.6906,69.2671
A100,405B,1024,0.0001,2048,2,497.3295,202.8214,69.3546
A100,405B,1024,0.0001,2048,3,490.8304,199.3549,69.6385
A100,405B,1024,0.0001,4096,1,679.9011,290.1524,46.8651
A100,405B,1024,0.0001,4096,2,640.0024,265.685,48.1775
A100,405B,1024,0.0001,4096,3,741.9412,289.1895,51.3118
A100,405B,1024,0.0005,512,1,312.7573,124.0012,142.6778
A100,405B,1024,0.0005,512,2,295.0558,113.6861,146.8154
A100,405B,1024,0.0005,512,3,278.336,106.4807,147.8678
A100,405B,1024,0.0005,1024,1,405.7193,169.1096,95.966
A100,405B,1024,0.0005,1024,2,401.5565,156.2306,102.8112
A100,405B,1024,0.0005,1024,3,414.3528,170.3213,97.3109
A100,405B,1024,0.0005,2048,1,581.2062,237.6819,69.1638
A100,405B,1024,0.0005,2048,2,555.1608,215.8755,72.7379
A100,405B,1024,0.0005,2048,3,538.3543,204.7762,74.359
A100,405B,1024,0.0005,4096,1,805.3269,321.3243,50.1255
A100,405B,1024,0.0005,4096,2,778.3883,283.7479,54.8648
A100,405B,1024,0.0005,4096,3,746.2607,308.5416,48.3734
A100,405B,2048,1e-05,512,1,164.6075,66.5553,252.1841
A100,405B,2048,1e-05,512,2,158.4263,66.1057,244.365
A100,405B,2048,1e-05,512,3,169.0395,68.2041,252.7132
A100,405B,2048,1e-05,1024,1,268.7934,112.4087,172.4068
A100,405B,2048,1e-05,1024,2,237.1011,93.1526,183.5161
A100,405B,2048,1e-05,1024,3,236.8726,96.1984,177.5344
A100,405B,2048,1e-05,2048,1,338.7397,133.8893,128.9855
A100,405B,2048,1e-05,2048,2,365.5123,145.704,127.8943
A100,405B,2048,1e-05,2048,3,379.6854,152.2876,127.11
A100,405B,2048,1e-05,4096,1,524.573,212.0785,89.1692
A100,405B,2048,1e-05,4096,2,504.7713,197.5194,92.1277
A100,405B,2048,1e-05,4096,3,461.0261,186.9537,88.899
A100,405B,2048,5e-05,512,1,148.8475,59.6109,254.6046
A100,405B,2048,5e-05,512,2,132.714,50.9193,265.7571
A100,405B,2048,5e-05,512,3,131.7158,49.8924,269.1867
A100,405B,2048,5e-05,1024,1,201.6857,83.3971,174.365
A100,405B,2048,5e-05,1024,2,200.4531,74.7439,193.3625
A100,405B,2048,5e-05,1024,3,198.6744,79.0816,181.1347
A100,405B,2048,5e-05,2048,1,313.4027,119.881,133.2824
A100,405B,2048,5e-05,2048,2,278.1325,116.9464,121.251
A100,405B,2048,5e-05,2048,3,290.0561,117.9831,125.3379
A100,405B,2048,5e-05,4096,1,403.4736,162.9869,89.2417
A100,405B,2048,5e-05,4096,2,416.7731,162.6608,92.3682
A100,405B,2048,5e-05,4096,3,418.788,160.6152,93.9968
A100,405B,2048,0.0001,512,1,138.4489,55.6765,253.5525
A100,405B,2048,0.0001,512,2,132.0152,52.7701,255.0857
A100,405B,2048,0.0001,512,3,131.9726,51.0918,263.3801
A100,405B,2048,0.0001,1024,1,189.2277,73.1842,186.4244
A100,405B,2048,0.0001,1024,2,195.7427,75.5956,186.6914
A100,405B,2048,0.0001,1024,3,199.4911,76.9681,186.8737
A100,405B,2048,0.0001,2048,1,264.7114,103.9005,129.89
A100,405B,2048,0.0001,2048,2,290.4752,117.3414,126.2055
A100,405B,2048,0.0001,2048,3,269.541,109.4295,125.5772
A100,405B,2048,0.0001,4096,1,344.6756,137.6918,90.2418
A100,405B,2048,0.0001,4096,2,423.746,170.1714,89.7686
A100,405B,2048,0.0001,4096,3,386.5754,157.1729,88.667
A100,405B,2048,0.0005,512,1,163.1029,61.3316,271.1612
A100,405B,2048,0.0005,512,2,142.9806,57.553,253.314
A100,405B,2048,0.0005,512,3,150.5321,62.5829,245.2586
A100,405B,2048,0.0005,1024,1,217.2968,81.8743,191.3556
A100,405B,2048,0.0005,1024,2,206.7786,75.8885,196.4558
A100,405B,2048,0.0005,1024,3,218.1914,86.7833,181.2746
A100,405B,2048,0.0005,2048,1,305.5979,126.1956,123.4601
A100,405B,2048,0.0005,2048,2,330.9346,131.6972,128.1109
A100,405B,2048,0.0005,2048,3,278.8991,113.6256,125.1387
A100,405B,2048,0.0005,4096,1,453.8128,183.21,89.2962
A100,405B,2048,0.0005,4096,2,463.2205,178.8133,93.3885
A100,405B,2048,0.0005,4096,3,485.9003,188.7659,92.796
A100,405B,4096,1e-05,512,1,97.9994,37.2154,483.9785
A100,405B,4096,1e-05,512,2,90.0671,37.6657,439.4866
A100,405B,4096,1e-05,512,3,93.2285,38.2311,448.1861
A100,405B,4096,1e-05,1024,1,135.1704,53.8979,325.9272
A100,405B,4096,1e-05,1024,2,142.6974,56.6737,327.2242
A100,405B,4096,1e-05,1024,3,121.6935,47.5044,332.9235
A100,405B,4096,1e-05,2048,1,194.1282,78.5726,227.0457
A100,405B,4096,1e-05,2048,2,174.119,68.1341,234.8429
A100,405B,4096,1e-05,2048,3,183.4266,72.5662,232.2865
A100,405B,4096,1e-05,4096,1,248.7949,97.6419,165.5717
A100,405B,4096,1e-05,4096,2,257.4421,105.3603,158.7755
A100,405B,4096,1e-05,4096,3,277.9843,110.7073,163.1642
A100,405B,4096,5e-05,512,1,77.1465,30.9881,457.5586
A100,405B,4096,5e-05,512,2,75.4762,29.1518,475.851
A100,405B,4096,5e-05,512,3,74.9897,29.4246,468.3997
A100,405B,4096,5e-05,1024,1,104.8092,42.1275,323.329
A100,405B,4096,5e-05,1024,2,115.3432,43.9405,341.1438
A100,405B,4096,5e-05,1024,3,111.4228,44.275,327.0589
A100,405B,4096,5e-05,2048,1,160.0651,64.0012,229.8289
A100,405B,4096,5e-05,2048,2,145.9396,56.1651,238.7828
A100,405B,4096,5e-05,2048,3,157.6094,64.9895,222.8614
A100,405B,4096,5e-05,4096,1,197.9258,79.9914,160.7829
A100,405B,4096,5e-05,4096,2,235.8044,93.8887,163.1997
A100,405B,4096,5e-05,4096,3,228.6887,89.5461,165.9507
A100,405B,4096,0.0001,512,1,75.1176,28.5859,482.9647
A100,405B,4096,0.0001,512,2,66.7107,27.439,446.8413
A100,405B,4096,0.0001,512,3,71.8469,28.346,465.8455
A100,405B,4096,0.0001,1024,1,99.4617,38.1018,339.251
A100,405B,4096,0.0001,1024,2,105.9413,41.449,332.1713
A100,405B,4096,0.0001,1024,3,108.8899,44.1473,320.5491
A100,405B,4096,0.0001,2048,1,153.5619,61.8644,228.1069
A100,405B,4096,0.0001,2048,2,163.0602,63.1351,237.3412
A100,405B,4096,0.0001,2048,3,150.7221,62.3375,222.1895
A100,405B,4096,0.0001,4096,1,227.2545,87.0246,169.6882
A100,405B,4096,0.0001,4096,2,210.4022,87.5899,156.0908
A100,405B,4096,0.0001,4096,3,219.1702,88.1816,161.5044
A100,405B,4096,0.0005,512,1,85.666,33.8718,464.8314
A100,405B,4096,0.0005,512,2,87.8567,34.8766,462.9847
A100,405B,4096,0.0005,512,3,86.4242,34.6512,458.3985
A100,405B,4096,0.0005,1024,1,118.3305,48.0878,319.7958
A100,405B,4096,0.0005,1024,2,140.3304,53.1398,343.1966
A100,405B,4096,0.0005,1024,3,124.4674,48.6515,332.4835
A100,405B,4096,0.0005,2048,1,178.2181,71.3868,229.4192
A100,405B,4096,0.0005,2048,2,179.8156,74.4627,221.9138
A100,405B,4096,0.0005,2048,3,174.8838,72.3293,222.1936
A100,405B,4096,0.0005,4096,1,216.2525,90.6283,155.0524
A100,405B,4096,0.0005,4096,2,249.5601,103.0519,157.3621
A100,405B,4096,0.0005,4096,3,230.0248,89.7167,166.6027
A100,405B,8192,1e-05,512,1,52.7878,21.1043,828.6355
A100,405B,8192,1e-05,512,2,53.1471,21.9505,802.1148
A100,405B,8192,1e-05,512,3,47.78,19.6704,804.7029
A100,405B,8192,1e-05,1024,1,74.1431,29.4759,589.2366
A100,405B,8192,1e-05,1024,2,68.661,27.8789,576.9276
A100,405B,8192,1e-05,1024,3,65.1667,26.5737,574.46
A100,405B,8192,1e-05,2048,1,96.9914,38.8588,413.4429
A100,405B,8192,1e-05,2048,2,104.1863,43.1367,400.0691
A100,405B,8192,1e-05,2048,3,103.8746,40.6846,422.9128
A100,405B,8192,1e-05,4096,1,144.4703,59.9948,282.0468
A100,405B,8192,1e-05,4096,2,152.1995,60.1755,296.2444
A100,405B,8192,1e-05,4096,3,146.4725,55.8344,307.2632
